1.487314801165811717e+00,1.396248123945674324e+00
1.052822061770486650e+00,1.047976142650062004e+00
9.517144631531732069e-01,1.002933509303135073e+00
9.244558552125211603e-01,9.909349364640264168e-01
8.969542240766212871e-01,9.691300580642533413e-01
8.806490148780102833e-01,9.373544087665276470e-01
8.500792947572125557e-01,9.110904749053464480e-01
8.381651918162104087e-01,8.911908151127729827e-01
8.220270891853476147e-01,8.659676601967075671e-01
8.011270882558763073e-01,8.471213743639287586e-01
7.842206468425889643e-01,8.390057413084700544e-01
7.761208377115280665e-01,8.180369841965930977e-01
7.607011960880970536e-01,8.023086337617962860e-01
7.444828491921401392e-01,7.843918068100492746e-01
7.187238548623930967e-01,7.524648673273831578e-01
7.049206349933782034e-01,7.373767700090513300e-01
6.885241729862192628e-01,7.205952936801539588e-01
6.732831011020615763e-01,7.178093087332073630e-01
6.623549478751957764e-01,6.928094281668760734e-01
6.573906724052147599e-01,6.944751892807028426e-01
6.431002052505456756e-01,6.792937443330796521e-01
6.472447492295125837e-01,6.877500897280005576e-01
6.385807915465605555e-01,6.742226764160670349e-01
6.300358362033798842e-01,6.833613717578820301e-01
6.319061653748400120e-01,6.740955144525556664e-01
6.237141179203475883e-01,6.688198517214124506e-01
6.179921528221400395e-01,6.620349073610310997e-01
6.112935624058667416e-01,6.530088884191073140e-01
6.044168160155207747e-01,6.446663628629457632e-01
5.900192556817405176e-01,6.157315131087504056e-01
5.824898529093949229e-01,6.269576604456715829e-01
5.768201444803819911e-01,6.464975224019375855e-01
5.749342522911189413e-01,6.330974567808745901e-01
5.586108184880120842e-01,6.132172724456064206e-01
5.597523215213571213e-01,6.335089622052957337e-01
5.521932764239072533e-01,5.990855063592620544e-01
5.525133165941772395e-01,6.267947522022180307e-01
5.627768154804168033e-01,6.297773021586529074e-01
5.430763515213058445e-01,6.031930885539902309e-01
5.299366539477564642e-01,6.089427451790691004e-01
5.277893362770204044e-01,5.958977056411642881e-01
5.251692958689907487e-01,6.029699483985324626e-01
5.125684819694958927e-01,5.944261352385009634e-01
5.144235487285501174e-01,5.973438184897900127e-01
5.083087031327271355e-01,6.090286638264743591e-01
5.121552335259065281e-01,5.880064416248945713e-01
5.001161524856844176e-01,5.731220717299725376e-01
5.064955462546081311e-01,5.916488366740660920e-01
5.107124888203027346e-01,5.831305269553695991e-01
4.941326355862836195e-01,5.920234960346305586e-01
4.958271169639942855e-01,5.896520413654562365e-01
4.850096930258849803e-01,5.961897418856693109e-01
4.809052826688017257e-01,5.929376075639678501e-01
4.816076819289931699e-01,5.693495715465346496e-01
4.709209266112458492e-01,5.717016681298672243e-01
4.924317450629654980e-01,5.769112020772134697e-01
4.728835428335707580e-01,5.781205979014273355e-01
4.704799263595417780e-01,5.960579027225345605e-01
4.840667372984525652e-01,6.046639939869874469e-01
4.917768565617915977e-01,5.922854754297265378e-01
4.741498028134891740e-01,5.713010188865678129e-01
4.649939390449335797e-01,5.673352053186631050e-01
4.597239483689141704e-01,5.909879054831723710e-01
4.705208469858169207e-01,5.706697604720236683e-01
4.570171901269232673e-01,5.777638589738937069e-01
4.423132893918661490e-01,5.725718047624267504e-01
4.551863930316492612e-01,5.930144297135663267e-01
4.751980330185778811e-01,5.837174722280215056e-01
4.394088606434458089e-01,5.627950329470358115e-01
4.570091044683954329e-01,5.955693415598141138e-01
4.412184933070611992e-01,5.705311285230019180e-01
4.305583646451464630e-01,5.682551076792479172e-01
4.335895239073964125e-01,5.840876893296629291e-01
4.453126147169518823e-01,6.073096701345014337e-01
4.384808828287236615e-01,5.711367305576889875e-01
4.334481761200286720e-01,5.903548949722612349e-01
4.237988017049343914e-01,5.701241109292688458e-01
4.326864862471189732e-01,5.817288926157213602e-01
4.262355958410651291e-01,5.798770130666585088e-01
4.645417363301345137e-01,6.223692723465926724e-01
4.537675182125332496e-01,5.939228645183074473e-01
4.759369223970213447e-01,6.235950754541152996e-01
4.340782174649897018e-01,5.901745709152831365e-01
4.458367016637576619e-01,5.838886131514027245e-01
4.491301192527412667e-01,5.955761555011653829e-01
5.240726148160931297e-01,6.599375294849036955e-01
4.421136184497491683e-01,5.755263883737341546e-01
5.105320633228264127e-01,6.570515363873270509e-01
4.749826000999118336e-01,5.983477792944271734e-01
4.851040335335118359e-01,6.296320241740525070e-01
4.862968331119162935e-01,6.048902489290925999e-01
4.718161368771590092e-01,5.736375851771190471e-01
4.808192112966250265e-01,6.212977995824086053e-01
4.696933419625515249e-01,6.206448316254364883e-01
4.288652228275340872e-01,5.849304344482355589e-01
4.332680047952620628e-01,5.959835274267557548e-01
4.149857318596603672e-01,5.787168792035151110e-01
4.265923347565643842e-01,5.749124189776397831e-01
4.071231181439163849e-01,5.728375262355138720e-01
4.189586561375041041e-01,5.848784939733444599e-01
3.936263311262607201e-01,5.626370112597254280e-01
3.978001056771613420e-01,5.531231297883349995e-01
4.202215031557915981e-01,5.571992335992386192e-01
