2.706537547883395511e+00,2.726932266654394699e+00
1.865484882316592374e+00,1.902978711958570823e+00
1.269431600044847341e+00,1.326793080918214685e+00
1.044295771958381858e+00,1.086628691553264803e+00
9.651598626120231339e-01,9.873387978429967182e-01
9.423955391020044647e-01,9.587906770266825252e-01
9.284858914214351167e-01,9.493884788820866616e-01
9.143056831243246974e-01,9.318327355890064778e-01
9.110091378550775332e-01,9.290373384444987614e-01
8.985278725058317706e-01,9.158878945285732209e-01
8.601841805980656730e-01,8.843632672111464421e-01
8.732156146059655288e-01,8.950346061199057068e-01
8.598223440944110507e-01,8.949443937474659272e-01
8.547932002269411633e-01,8.853413143765901383e-01
8.487423272455371093e-01,8.745298253405537903e-01
8.401572536446849648e-01,8.689470088013933058e-01
8.364735320182900002e-01,8.580548536770733481e-01
8.265357472481753565e-01,8.551904459009187498e-01
8.228707323800497075e-01,8.477320338598204330e-01
8.140579644486061195e-01,8.409056007750415063e-01
8.070071430648930733e-01,8.373758743263358673e-01
8.063751939364915966e-01,8.355443535776586605e-01
7.962210103428418728e-01,8.301343666183198522e-01
7.941463473418619579e-01,8.273037211594733709e-01
7.835330388452372841e-01,8.170814241694193125e-01
7.812602010521839668e-01,8.190607467623332028e-01
7.958481492073291585e-01,8.219963894394668458e-01
8.078299820350471894e-01,8.391170069090384542e-01
7.910677732093485126e-01,8.204989571904194312e-01
7.653686027736862352e-01,8.032791040055750065e-01
7.738206794534955302e-01,8.185341031796962152e-01
7.534443696430114246e-01,8.074821427736504909e-01
7.388627146811665991e-01,7.922073619850220627e-01
7.329861164788006311e-01,7.851197165845866799e-01
7.391397609842597083e-01,7.865218093447291503e-01
7.176044995286482431e-01,7.632983982406772450e-01
7.153863867508195584e-01,7.582288899701257190e-01
7.035387190411024338e-01,7.465744161833032244e-01
7.094515115577628706e-01,7.589700801430577792e-01
6.901052792166170180e-01,7.272797146546851055e-01
6.840236131719381607e-01,7.084836046686414646e-01
6.721534858250669542e-01,6.990381847430742202e-01
6.463572407199341674e-01,6.721493453423103004e-01
6.476879826317946121e-01,6.748260236700495129e-01
6.466712338874788246e-01,6.704214679315388947e-01
6.272329656026141009e-01,6.432971880451925362e-01
5.938066811567743741e-01,6.074091870341182808e-01
5.722229894428274566e-01,5.827382950143366047e-01
5.757453500634596155e-01,5.931889519292907753e-01
5.635926491905989266e-01,5.813008476187028206e-01
5.642501358092849584e-01,5.892027509027323307e-01
5.516862257297159289e-01,5.736519818692168426e-01
5.387769380017555232e-01,5.665007406543870472e-01
5.543862042754326147e-01,5.769447403776805094e-01
5.635527559664725850e-01,5.897531766803413289e-01
5.247522999216538420e-01,5.581962123374375473e-01
6.013425728441622597e-01,6.579492394918611264e-01
5.453396057890546045e-01,5.759285241337475103e-01
5.382864533397834217e-01,5.807901719127570583e-01
5.207308066133109481e-01,5.576411601461828127e-01
5.133010107763544827e-01,5.587172841470423590e-01
5.260711779652635922e-01,5.767290508740793298e-01
5.061872402308003061e-01,5.468635458631175839e-01
4.969175642934638981e-01,5.450443529529398479e-01
4.999338186634627590e-01,5.670314998785072058e-01
5.201764591751353306e-01,5.844369354783004455e-01
4.821832137360551052e-01,5.445324112208606016e-01
4.944860039950664810e-01,5.688124755410112199e-01
5.112197650100764879e-01,5.795818433248208779e-01
4.807142337680098687e-01,5.518998440502281833e-01
4.869005572129749826e-01,5.697815905958080185e-01
4.942685684457895356e-01,5.680162175396944457e-01
4.904965645612287539e-01,5.659656210088314099e-01
5.031529496599216333e-01,5.954869811387061285e-01
5.152873514355765794e-01,5.812728114608514129e-01
5.572106984210486447e-01,6.230175100050657777e-01
6.009300747192297676e-01,6.724767486732274868e-01
4.966794863956289219e-01,5.449611044104688551e-01
4.743724351742000245e-01,5.468728855039799441e-01
5.393860395830826215e-01,6.212285785184874509e-01
4.962333425229910611e-01,5.606410643734288657e-01
5.017673077433695283e-01,5.876972020869557500e-01
5.285187637985380160e-01,6.217025278105966501e-01
4.976439595939113891e-01,5.807428126189971840e-01
5.044312210661042739e-01,6.203155274676238617e-01
5.276492848083640386e-01,6.255111823102287305e-01
5.202018421450818053e-01,6.312298501253007510e-01
