,target_gene_symbol,target_id,affinity,SMILES
663,Htr2b,7,7.4,COC(=O)[C@@H]1[C@@H](O)CC[C@H]2[C@@H]1C[C@@H]1N(C2)CCc2c1[nH]c1c2cccc1
664,Htr2b,7,7.6,Clc1cccc(c1)N1CCNCC1
665,HTR2B,7,5.9,N#Cc1ccc2c(c1)CCN(C2)CC[C@@H]1CC[C@H](CC1)NC(=O)c1ccnc2c1cccc2
666,Htr2b,7,7.599999905,COc1cc(I)c(cc1CC(N)C)OC
667,HTR2B,7,8.7,O=C([C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)N[C@]1(C)O[C@@]2(N(C1=O)[C@@H](Cc1ccccc1)C(=O)N1[C@H]2CCC1)O
668,HTR2B,7,9.3,CC[C@H](NC(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)CO
669,HTR2B,7,8.100000000000001,CC(Cc1c[nH]c2c1cc(O)cc2)N
670,HTR2B,7,7.6,COc1cc(I)c(cc1C[C@@H](N)C)OC
671,HTR2B,7,9.0,CCN(C(=O)[C@@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)CC
672,HTR2B,7,7.35,COc1cc(I)c(cc1C[C@H](N)C)OC
673,HTR2B,7,8.3,C[C@@H](Cc1c[nH]c2c1c1CCCOc1cc2)N
674,HTR2B,7,7.950000286000001,CC(Cc1c[nH]c2c1cc(OCc1cccs1)cc2)N
675,HTR2B,7,7.5,COc1cc(Br)c(cc1CC(N)C)OC
676,HTR2B,7,6.5,Clc1cncc(n1)N1CCNCC1
677,HTR2B,7,8.300000191,C[C@@H](Cn1ccc2c1cc(Cl)c(c2)F)N
678,HTR2B,7,8.4,Fc1ccc(cc1)C(=O)CC1CCN(C1)CCOc1cccc2c1OCCO2
679,HTR2B,7,7.5,C[C@@H](CN1CCc2c1cc(Br)cc2)N
680,HTR2B,7,7.649999856999999,COc1cc([125I])c(cc1CC(N)C)OC
681,HTR2B,7,7.0,FC(c1ccc(nc1Cl)N1CCNCC1)(F)F
682,HTR2B,7,7.4,COc1ccc2c(c1O[C@@H]1CNCC1)CCC2
683,HTR2B,7,7.1,N1CCN(CC1)c1ccc2c(n1)cccc2
684,HTR2B,7,6.0,Fc1ccc(cc1)OCCCN1CCC2(CC1)C(=O)NCN2c1ccccc1
685,HTR2B,7,9.0,Nc1cc(N2CCN(CC2)Cc2ccccc2)c(cc1C)[N+](=O)[O-]
686,HTR2B,7,6.2,Clc1ccc(cc1)C1(O)CCN(CC1)Cc1c[nH]c2c1cccc2
687,HTR2B,7,8.95,CC(C(O)C)OC(=O)[C@H]1CN(C)[C@H]2[C@H](C1)c1cccc3c1c(C2)cn3C(C)C
688,Htr2b,7,7.9,CC(C(OC(=O)C1CN(C)C2C(C1)c1cccc3c1c(C2)c[nH]3)C)O
689,HTR2B,7,6.0,COc1cccc(c1OC)[C@@H](C1CCN(CC1)CCc1ccc(cc1)F)O
690,HTR2B,7,5.5,OC(c1ccccc1)C1CCN(CC1)CCc1ccccc1
691,HTR2B,7,6.05,COc1cc(OC)c(cc1C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O)NS(=O)(=O)c1ccc(cc1)C(F)(F)F
692,HTR2B,7,9.2449998855,Nc1nc(cc(n1)c1ccc(c2c1cccc2)F)C(C)C
693,HTR2B,7,8.05,O=C(N1CCc2c1cc1ccn(c1c2)C)Nc1cccnc1
694,HTR2B,7,8.3,O=C(N1CCc2c1cc(Cl)c(c2)C)Nc1cccc2c1cccn2
695,HTR2B,7,8.6,CSc1cc2CCN(c2cc1C(F)(F)F)C(=O)Nc1cccnc1
696,HTR2B,7,8.05,COc1cc2CCN(c2cc1C(F)(F)F)C(=O)Nc1cc(F)cc(c1)c1cccnc1
697,HTR2B,7,6.9,O=C(N1CCc2c1cc(Cl)c(c2)C)Nc1ccc(nc1)Oc1cccnc1C
698,HTR2B,7,7.0,O=C(N1CCc2c1cc(c(c2)C)C(F)(F)F)Nc1ccc(nc1)Oc1cccnc1C
699,HTR2B,7,6.7,CN1CC[C@H]2[C@@H](C1)c1cccc3c1N(C2)CC3
700,HTR2B,7,6.6,COc1ccc2c(c1)c(CCNC(=O)C)ccc2
701,Htr2b,7,8.0,O=C([C@H]1CN(C)[C@H]2[C@H](C1)c1cccc3c1c(C2)cn3C(C)C)NC1CCCCC1
702,HTR2B,7,5.3,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F
703,Htr2b,7,7.4,CN1C[C@H](C[C@H]2[C@H]1Cc1cn(c3c1c2ccc3)C)NS(=O)(=O)N(C)C
704,HTR2B,7,5.3,NCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F
705,HTR2B,7,6.6,COc1cccc(c1)CCc1ccccc1OCC(OC(=O)CCC(=O)O)CN(C)C
706,HTR2B,7,7.1,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2
707,HTR2B,7,7.3,CC(Cc1cccc(c1)C(F)(F)F)N
708,HTR2B,7,8.0,C[C@@H](Cc1cccc(c1)C(F)(F)F)N
709,HTR2B,7,7.3,C[C@H](Cc1cccc(c1)C(F)(F)F)N
710,Htr2b,7,6.6,Cc1c(CCN)c2c([nH]1)ccc(c2)O
711,HTR2B,7,8.7,CCN(C(=O)[C@H]1CN([C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)C([3H])([3H])[3H])CC
712,HTR2B,7,6.9,O=C(Nc1snc(c1)C)Nc1ccc2c(c1)ccn2C
713,HTR2B,7,8.4,COC(=O)[C@@H]1[C@@H](O)CC[C@H]2[C@@H]1C[C@@H]1N(C2)CCc2c1[nH]c1c2cccc1
714,HTR2B,7,5.2,COc1ccc2c(c1)c(CCNC(=O)C)c[nH]2
715,HTR2B,7,6.3,CCCCN1CCC(CC1)CNC(=O)c1c2OCCCn2c2c1cccc2
716,HTR2B,7,8.4,CCCCCN=C(NN/C=C/1C=Nc2c1cc(OC)cc2)N
717,HTR2B,7,7.900000095,CN1CC(CC2C1Cc1cn(c3c1c2ccc3)C)CS(=O)(=O)N(C)C
718,HTR2B,7,7.480000018999999,CC(CC1C(=O)N2CCCC2C2(N1C(=O)C(O2)(NC(=O)C1CN(C)C2C(C1)c1cccc3c1c(C2)c[nH]3)C(C)C)O)C
719,HTR2B,7,6.8,Clc1ccc2c(c1)[C@@H](C)CNCC2
720,Htr2b,7,8.1,C([3H])(C(c1c[nH]c2c1cc(O)cc2)[3H])N
721,HTR2B,7,10.05000019,CCOc1ccc2c(c1)Sc1c(C2=C2CCN(CC2)C)c(OC)ccc1
722,HTR2B,7,7.510000229,COc1cc(N)c(cc1C(=O)NCC1CCN(CC1)CC[C@@H](c1ccc(cc1)F)OC(=O)N)Cl
