"assay_id","standard_value","standard_units","canonical_smiles","tid","pref_name","organism"
61686,373.000000000000000000000000000000,nM,Cl.COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c3ccccc3)N2C,155,Dopamine transporter,Homo sapiens
61686,405.000000000000000000000000000000,nM,COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3,155,Dopamine transporter,Homo sapiens
61686,3890.000000000000000000000000000000,nM,,155,Dopamine transporter,Homo sapiens
62811,470.000000000000000000000000000000,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1C(=O)Oc3ccccc3)N2C.CN4CCC(O)(C(C4)C(=O)c5ccc(C)cc5)c6ccc(C)cc6,155,Dopamine transporter,Homo sapiens
62809,717.000000000000000000000000000000,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1C(=O)Oc3ccccc3)N2C.CN4CCC(O)(C(C4)C(=O)c5ccc(C)cc5)c6ccc(C)cc6,155,Dopamine transporter,Homo sapiens
62810,1161.000000000000000000000000000000,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1C(=O)Oc3ccccc3)N2C.CN4CCC(O)(C(C4)C(=O)c5ccc(C)cc5)c6ccc(C)cc6,155,Dopamine transporter,Homo sapiens
62813,32.000000000000000000000000000000,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(\C=C/C)cc3)N2C,155,Dopamine transporter,Homo sapiens
62813,28.000000000000000000000000000000,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(\C=C\C)cc3)N2C,155,Dopamine transporter,Homo sapiens
62817,377.000000000000000000000000000000,nM,CN1C2CCC1[C@@H]([C@H](C2)c3ccc(Cl)cc3)C(=O)C(F)(F)F,155,Dopamine transporter,Homo sapiens
62807,1190.000000000000000000000000000000,nM,CN1C2CCC1[C@@H]([C@H](C2)c3ccc(Cl)cc3)C(=O)C(F)(F)F,155,Dopamine transporter,Homo sapiens
62817,0.990000000000000000000000000000,nM,CN1C2CCC1[C@@H](\C=C\Cl)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens
62807,0.360000000000000000000000000000,nM,CN1C2CCC1[C@@H](\C=C\Cl)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens
62817,2.600000000000000000000000000000,nM,CC[C@@H]1C2CCC(C[C@@H]1c3ccc(Cl)cc3)N2C,155,Dopamine transporter,Homo sapiens
62807,3.500000000000000000000000000000,nM,CC[C@@H]1C2CCC(C[C@@H]1c3ccc(Cl)cc3)N2C,155,Dopamine transporter,Homo sapiens
62817,3.200000000000000000000000000000,nM,COC(=O)C1C2CC[C@H](C[C@@H]1c3ccc(Cl)cc3)N2C,155,Dopamine transporter,Homo sapiens
62806,1.700000000000000000000000000000,nM,COC(=O)C1C2CC[C@H](C[C@@H]1c3ccc(Cl)cc3)N2C,155,Dopamine transporter,Homo sapiens
62817,2.800000000000000000000000000000,nM,CN1C2CCC1[C@@H](C=C)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens
62805,1.200000000000000000000000000000,nM,CN1C2CCC1[C@@H](C=C)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens
62817,19.000000000000000000000000000000,nM,CN1C2CCC1[C@H](C=CCl)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens
62807,24.000000000000000000000000000000,nM,CN1C2CCC1[C@H](C=CCl)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens
62817,1.300000000000000000000000000000,nM,CN1C2CCC1[C@@H](\C=C\Cl)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens
62807,0.730000000000000000000000000000,nM,CN1C2CCC1[C@@H](\C=C\Cl)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens
62817,10.500000000000000000000000000000,nM,CN1C2CCC1[C@@H]([C@@H](O)C(F)(F)F)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens
62807,9.200000000000000000000000000000,nM,CN1C2CCC1[C@@H]([C@@H](O)C(F)(F)F)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens
62817,525.000000000000000000000000000000,nM,CN1C2CCC1[C@H](C(O)C(F)(F)F)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens
62807,1105.000000000000000000000000000000,nM,CN1C2CCC1[C@H](C(O)C(F)(F)F)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens
62817,350.000000000000000000000000000000,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1C(=O)Oc3ccccc3)N2C,155,Dopamine transporter,Homo sapiens
62807,490.000000000000000000000000000000,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1C(=O)Oc3ccccc3)N2C,155,Dopamine transporter,Homo sapiens
62817,16.000000000000000000000000000000,nM,CN1C2CCC1[C@H](C=CCl)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens
62807,18.000000000000000000000000000000,nM,CN1C2CCC1[C@H](C=CCl)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens
62817,125.000000000000000000000000000000,nM,CN1C2CCC1[C@H](C(O)C(F)(F)F)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens
62807,166.000000000000000000000000000000,nM,CN1C2CCC1[C@H](C(O)C(F)(F)F)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens
61353,12.900000000000000000000000000000,nM,COC(=O)[C@@H]1[C@H]2CC[C@H](C[C@@H]1c3ccc(F)cc3)N2C,155,Dopamine transporter,Homo sapiens
61353,312.000000000000000000000000000000,nM,CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(c3ccccc3)c4ccccc4,155,Dopamine transporter,Homo sapiens
61353,8900.000000000000000000000000000000,nM,COC(=O)C1[C@@H](C[C@H]2CCC1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61353,21900.000000000000000000000000000000,nM,COC(=O)C1[C@H](C[C@H]2CCC1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61353,1750.000000000000000000000000000000,nM,COC(=O)C1[C@@H](C[C@H]2CCC1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61353,10.900000000000000000000000000000,nM,COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61353,3840.000000000000000000000000000000,nM,COC(=O)C1[C@@H](C[C@H]2CCC1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61353,3380.000000000000000000000000000000,nM,COC(=O)[C@H]1[C@@H](CC2CC[C@H]1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61353,2040.000000000000000000000000000000,nM,COC(=O)C1[C@@H](C[C@H]2CCC1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61353,11700.000000000000000000000000000000,nM,COC(=O)C1[C@H](C[C@H]2CCC1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61353,1.080000000000000000000000000000,nM,COC(=O)C1C2CC[C@H](C[C@@H]1c3ccc(I)cc3)N2C,155,Dopamine transporter,Homo sapiens
60180,406.000000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc(O)c(O)c3)N2C,155,Dopamine transporter,Homo sapiens
61496,1.090000000000000000000000000000,nM,Cl.OC1(N2CCCN=C2c3ccccc13)c4ccc5OCOc5c4,155,Dopamine transporter,Homo sapiens
61502,2.210000000000000000000000000000,nM,Cl.OC1(N2CCCN=C2c3ccccc13)c4ccc5OCOc5c4,155,Dopamine transporter,Homo sapiens
61511,330.000000000000000000000000000000,nM,CN(CCOC(c1ccccc1)c2ccccc2)C3CCN(CCCc4ccccc4)CC3,155,Dopamine transporter,Homo sapiens
61511,18.000000000000000000000000000000,nM,C(CN1CCN(CCOC(c2ccccc2)c3ccccc3)CC1)Cc4ccccc4,155,Dopamine transporter,Homo sapiens
61503,296.000000000000000000000000000000,nM,COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3,155,Dopamine transporter,Homo sapiens
61494,12.300000000000000000000000000000,nM,OC1(N2CCN=C2c3c(F)cccc13)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens
61503,91.000000000000000000000000000000,nM,OC1(N2CCN=C2c3c(F)cccc13)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens
61493,42.600000000000000000000000000000,nM,OC1(N2CCN=C2c3ccccc13)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens
61503,43.000000000000000000000000000000,nM,OC1(N2CCN=C2c3ccccc13)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens
61511,320.000000000000000000000000000000,nM,Fc1ccc(CCNC2CCN(CCOC(c3ccccc3)c4ccccc4)CC2)cc1,155,Dopamine transporter,Homo sapiens
61503,59.000000000000000000000000000000,nM,Oc1ccc(cc1)C2(O)N3CCCN=C3c4ccccc24,155,Dopamine transporter,Homo sapiens
61511,210.000000000000000000000000000000,nM,CN(CCCc1ccccc1)C2CCN(CCOC(c3ccccc3)c4ccccc4)CC2,155,Dopamine transporter,Homo sapiens
61511,190.000000000000000000000000000000,nM,COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3,155,Dopamine transporter,Homo sapiens
61511,390.000000000000000000000000000000,nM,C(CNC1CCN(CCOC(c2ccccc2)c3ccccc3)CC1)Cc4ccccc4,155,Dopamine transporter,Homo sapiens
61494,4.750000000000000000000000000000,nM,COc1cccc2c1C3=NCCN3C2(O)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens
61503,42.000000000000000000000000000000,nM,COc1cccc2c1C3=NCCN3C2(O)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens
61511,500.000000000000000000000000000000,nM,Fc1ccc(CCN2CCCC(CNCCOC(c3ccccc3)c4ccccc4)C2)cc1,155,Dopamine transporter,Homo sapiens
61503,30.400000000000000000000000000000,nM,COc1ccc(cc1)C2(O)N3CCCN=C3c4ccccc24,155,Dopamine transporter,Homo sapiens
61494,1260.000000000000000000000000000000,nM,OC1(N2CCN=C2c3ccccc13)c4ccc5OCCOc5c4,155,Dopamine transporter,Homo sapiens
61494,113.000000000000000000000000000000,nM,OC1(N2CCN=C2c3ccccc13)c4ccc5OCOc5c4,155,Dopamine transporter,Homo sapiens
61503,730.000000000000000000000000000000,nM,OC1(N2CCN=C2c3ccccc13)c4ccccc4,155,Dopamine transporter,Homo sapiens
61494,125.000000000000000000000000000000,nM,CC1(N2CCCN=C2c3ccccc13)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens
61494,390.000000000000000000000000000000,nM,OC1(N2CCN=C2c3c(cccc13)c4ccccc4)c5ccc(Cl)cc5,155,Dopamine transporter,Homo sapiens
61511,270.000000000000000000000000000000,nM,C(COC(c1ccccc1)c2ccccc2)NC3CCN(Cc4ccccc4)CC3,155,Dopamine transporter,Homo sapiens
61494,359.000000000000000000000000000000,nM,OC1(N2CCN=C2c3ccc4OCOc4c13)c5ccc(Cl)cc5,155,Dopamine transporter,Homo sapiens
61511,150.000000000000000000000000000000,nM,C(CN1CCCC(CNCCOC(c2ccccc2)c3ccccc3)C1)Cc4ccccc4,155,Dopamine transporter,Homo sapiens
60180,507.000000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc(O)c(O)c3)N2C,155,Dopamine transporter,Homo sapiens
61494,110.000000000000000000000000000000,nM,COc1ccc(cc1)C2(O)N3CCN=C3c4ccccc24,155,Dopamine transporter,Homo sapiens
60180,460.000000000000000000000000000000,nM,NCCc1ccc(O)c(O)c1,155,Dopamine transporter,Homo sapiens
61503,3.700000000000000000000000000000,nM,OC1(N2CCCN=C2c3ccccc13)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens
61493,4.200000000000000000000000000000,nM,OC1(N2CCCN=C2c3ccccc13)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens
61503,6.000000000000000000000000000000,nM,OC1(N2CCN=C2c3cc(Cl)c(Cl)cc13)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens
60180,330.000000000000000000000000000000,nM,COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3,155,Dopamine transporter,Homo sapiens
61494,67.100000000000000000000000000000,nM,Cc1cc(C)c2c(c1)C3=NCCN3C2(O)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens
60180,1568.000000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc(OC)c(OC)c3)N2C,155,Dopamine transporter,Homo sapiens
61511,105.000000000000000000000000000000,nM,C(CNCC1CCCN(CCOC(c2ccccc2)c3ccccc3)C1)Cc4ccccc4,155,Dopamine transporter,Homo sapiens
61494,13.300000000000000000000000000000,nM,COc1ccc2C3=NCCN3C(O)(c4ccc(Cl)cc4)c2c1,155,Dopamine transporter,Homo sapiens
61503,16.700000000000000000000000000000,nM,COc1ccc2C3=NCCN3C(O)(c4ccc(Cl)cc4)c2c1,155,Dopamine transporter,Homo sapiens
61511,364.000000000000000000000000000000,nM,Fc1ccc(CCNCC2CCCN(CCOC(c3ccccc3)c4ccccc4)C2)cc1,155,Dopamine transporter,Homo sapiens
61511,1260.000000000000000000000000000000,nM,CN(CCc1ccc(F)cc1)CC2CCCN(CCOC(c3ccccc3)c4ccccc4)C2,155,Dopamine transporter,Homo sapiens
61494,67.100000000000000000000000000000,nM,COc1cccc2C3=NCCN3C(O)(c4ccc(Cl)cc4)c12,155,Dopamine transporter,Homo sapiens
61503,60.000000000000000000000000000000,nM,COc1cccc2C3=NCCN3C(O)(c4ccc(Cl)cc4)c12,155,Dopamine transporter,Homo sapiens
61494,29.700000000000000000000000000000,nM,Clc1ccc(cc1)C2N3CCN=C3c4ccccc24,155,Dopamine transporter,Homo sapiens
61503,6.000000000000000000000000000000,nM,Clc1ccc(cc1)C2N3CCN=C3c4ccccc24,155,Dopamine transporter,Homo sapiens
61495,42.600000000000000000000000000000,nM,OC1(N2CCN=C2c3ccccc13)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens
61495,2.100000000000000000000000000000,nM,OC1(N2CCCN=C2c3c1ccc4ccccc34)c5ccc(Cl)cc5,155,Dopamine transporter,Homo sapiens
61495,218.000000000000000000000000000000,nM,OC1(N2CCN=C2c3ccc4ccccc4c13)c5ccc(Cl)cc5,155,Dopamine transporter,Homo sapiens
61495,3.300000000000000000000000000000,nM,OC1(N2CCN=C2c3c1ccc4ccccc34)c5ccc6ccccc6c5,155,Dopamine transporter,Homo sapiens
61495,10.600000000000000000000000000000,nM,OC1(N2CCN=C2c3c1ccc4ccccc34)c5ccc(Cl)cc5,155,Dopamine transporter,Homo sapiens
61495,8.400000000000000000000000000000,nM,OC1(N2[C@H]3CCCC[C@H]3N=C2c4ccccc14)c5ccc(Cl)cc5,155,Dopamine transporter,Homo sapiens
61495,2.700000000000000000000000000000,nM,OC1(N2[C@H]3CCCC[C@@H]3N=C2c4ccccc14)c5ccc(Cl)cc5,155,Dopamine transporter,Homo sapiens
61495,4.100000000000000000000000000000,nM,OC1(N2CCN=C2c3ccccc13)c4ccc5ccccc5c4,155,Dopamine transporter,Homo sapiens
61495,4.200000000000000000000000000000,nM,OC1(N2CCCN=C2c3ccccc13)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens
61495,36.100000000000000000000000000000,nM,OC1(N2CCN=C2c3cc4ccccc4cc13)c5ccc(Cl)cc5,155,Dopamine transporter,Homo sapiens
61495,1841.000000000000000000000000000000,nM,OC1(N2CCN=C2c3ccccc13)c4cccc5ccccc45,155,Dopamine transporter,Homo sapiens
62814,11.900000000000000000000000000000,nM,Fc1ccc(cc1)C(OCCC2CCN(Cc3cc4ccccc4s3)CC2)c5ccc(F)cc5,155,Dopamine transporter,Homo sapiens
62819,4.300000000000000000000000000000,nM,Fc1ccc(cc1)C(OCCN2CCN(CCCc3ccccc3)CC2)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
62814,7.200000000000000000000000000000,nM,Fc1ccc(cc1)C(OCCC2CCN(Cc3ccc4ccccc4c3)CC2)c5ccc(F)cc5,155,Dopamine transporter,Homo sapiens
61357,7.100000000000000000000000000000,nM,COC(=O)C1=C(CC2CCC1C2)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens
61356,1.200000000000000000000000000000,nM,COC(=O)C1=C(CC2CCC1N2C)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens
61356,2.900000000000000000000000000000,nM,COC(=O)C1=C(CC2CCC1N2C)c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens
61357,1.100000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc(Cl)c(Cl)c3)N2C,155,Dopamine transporter,Homo sapiens
61508,68.000000000000000000000000000000,nM,Fc1ccc(cc1)C(OCCNCCCNCCc2ccccc2)c3ccc(F)cc3,155,Dopamine transporter,Homo sapiens
61356,16000.000000000000000000000000000000,nM,COC(=O)c1ccccc1c2ccc(F)cc2,155,Dopamine transporter,Homo sapiens
61508,10.000000000000000000000000000000,nM,Fc1ccc(cc1)C(OCCN2CCN(CCc3ccccc3)CC2=O)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61357,2.000000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc(Cl)c(Cl)c3)N2C,155,Dopamine transporter,Homo sapiens
61508,237.000000000000000000000000000000,nM,CN(CCCN(C)CCOC(c1ccccc1)c2ccccc2)CCCc3ccccc3,155,Dopamine transporter,Homo sapiens
61357,335.000000000000000000000000000000,nM,COC(=O)C1C2CCC(C2)CC1c3ccc(F)cc3,155,Dopamine transporter,Homo sapiens
61357,11.000000000000000000000000000000,nM,COC(=O)C1=C(CC2CCC1C2)c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens
61357,13.000000000000000000000000000000,nM,COC(=O)[C@H]1C2CCC(C2)C[C@@H]1c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens
61357,9.600000000000000000000000000000,nM,COC(=O)[C@H]1C2CCC(C2)C[C@@H]1c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens
61357,17.000000000000000000000000000000,nM,COC(=O)[C@H]1C2CCC(C2)C[C@@H]1c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens
61508,73.000000000000000000000000000000,nM,Fc1ccc(cc1)C(OCCNCCCNC(=O)Cc2ccccc2)c3ccc(F)cc3,155,Dopamine transporter,Homo sapiens
61357,25.000000000000000000000000000000,nM,COC(=O)[C@@H]1C2CCC(C2)CC1c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens
61357,633.000000000000000000000000000000,nM,COC(=O)[C@@H]1[C@H]2CC[C@H](C[C@@H]1c3ccc(F)cc3)N2C,155,Dopamine transporter,Homo sapiens
61356,408.000000000000000000000000000000,nM,COC(=O)C1=C(CC2CCC1N2C)c3ccc(F)cc3,155,Dopamine transporter,Homo sapiens
61357,390.000000000000000000000000000000,nM,COC(=O)C1=C(CC2CCC1C2)c3ccc(F)cc3,155,Dopamine transporter,Homo sapiens
61508,80.000000000000000000000000000000,nM,Fc1ccc(cc1)C(OCCNCCNC(=O)Cc2ccccc2)c3ccc(F)cc3,155,Dopamine transporter,Homo sapiens
61357,0.490000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc4ccccc4c3)N2C,155,Dopamine transporter,Homo sapiens
61357,1.000000000000000000000000000000,nM,COC(=O)c1ccccc1c2ccc(cc2)c3ccc(Br)cc3,155,Dopamine transporter,Homo sapiens
61508,349.000000000000000000000000000000,nM,CN(CCCN(C)CCc1ccccc1)CCOC(c2ccccc2)c3ccccc3,155,Dopamine transporter,Homo sapiens
61508,90.000000000000000000000000000000,nM,Fc1ccc(cc1)C(OCCNCCNC(=O)CCc2ccccc2)c3ccc(F)cc3,155,Dopamine transporter,Homo sapiens
61508,190.000000000000000000000000000000,nM,COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3,155,Dopamine transporter,Homo sapiens
61356,787.000000000000000000000000000000,nM,COC(=O)C1C2CCC(C2)CC1c3ccccc3,155,Dopamine transporter,Homo sapiens
61357,0.570000000000000000000000000000,nM,COC(=O)[C@@H]1C2CCC(CC1c3ccc4ccccc4c3)N2C,155,Dopamine transporter,Homo sapiens
61508,119.000000000000000000000000000000,nM,CN(CCOC(c1ccccc1)c2ccccc2)CCN(C)CCc3ccc(F)cc3,155,Dopamine transporter,Homo sapiens
61357,0.400000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc(Cl)c(Cl)c3)N2C,155,Dopamine transporter,Homo sapiens
61508,830.000000000000000000000000000000,nM,CN(CCOC(c1ccc(F)cc1)c2ccc(F)cc2)CCN(C)CCOC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61508,47.000000000000000000000000000000,nM,Fc1ccc(CC(=O)NCCNCCOC(c2ccc(F)cc2)c3ccc(F)cc3)cc1,155,Dopamine transporter,Homo sapiens
61357,14.000000000000000000000000000000,nM,COC(=O)[C@@H]1C2CCC(C2)C[C@@H]1c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens
61356,3816.000000000000000000000000000000,nM,COC(=O)C1=C(CC2CCC1C2)c3ccccc3,155,Dopamine transporter,Homo sapiens
61508,10.000000000000000000000000000000,nM,O=C1CN(CCOC(c2ccccc2)c3ccccc3)CCN1CCCc4ccccc4,155,Dopamine transporter,Homo sapiens
61357,145.000000000000000000000000000000,nM,COC(=O)c1ccccc1c2ccc3ccccc3c2,155,Dopamine transporter,Homo sapiens
61357,27.000000000000000000000000000000,nM,COC(=O)[C@@H]1C2CCC(C2)C[C@@H]1c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens
61356,100000.000000000000000000000000000000,nM,COC(=O)c1ccccc1c2ccccc2,155,Dopamine transporter,Homo sapiens
61357,11.000000000000000000000000000000,nM,COC(=O)[C@@H]1[C@H]2CC[C@H](C[C@@H]1c3ccc(F)cc3)N2C,155,Dopamine transporter,Homo sapiens
61356,100000.000000000000000000000000000000,nM,COC(=O)c1ccccc1C(=O)OC,155,Dopamine transporter,Homo sapiens
61357,42.000000000000000000000000000000,nM,COC(=O)[C@@H]1C2CCC(C2)CC1c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens
61356,675.000000000000000000000000000000,nM,COC(=O)c1ccccc1c2ccc(Cl)cc2,155,Dopamine transporter,Homo sapiens
61357,12.000000000000000000000000000000,nM,COC(=O)[C@H]1C2CCC(C2)C[C@@H]1c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens
61357,548.000000000000000000000000000000,nM,COC(=O)c1ccccc1OC(=O)c2ccccc2,155,Dopamine transporter,Homo sapiens
61508,1380.000000000000000000000000000000,nM,Fc1ccc(cc1)C(OCCN\C=C\NC(=O)CCc2ccc(Br)cc2)c3ccc(F)cc3,155,Dopamine transporter,Homo sapiens
61507,43.000000000000000000000000000000,nM,Fc1ccc(cc1)C(OCCN2CCN(CCCc3ccccc3)CC2)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61504,26.000000000000000000000000000000,nM,Fc1ccc(cc1)C(OCCN2CCN(CCCc3ccccc3)CC2)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61358,20300.000000000000000000000000000000,nM,COC(=O)[C@@H]1[C@H](CC2CCC1O2)OC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61358,1000.000000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccccc3)O2,155,Dopamine transporter,Homo sapiens
61358,2.340000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc(Cl)c(Cl)c3)O2,155,Dopamine transporter,Homo sapiens
61358,8900.000000000000000000000000000000,nM,COC(=O)[C@@H]1[C@@H](CC2CCC1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61485,1.260000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc(I)cc3)N2C,155,Dopamine transporter,Homo sapiens
61485,11.000000000000000000000000000000,nM,COC(=O)[C@@H]1[C@H]2CC[C@H](C[C@@H]1c3ccc(F)cc3)N2C,155,Dopamine transporter,Homo sapiens
61485,0.400000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc(Cl)c(Cl)c3)N2C,155,Dopamine transporter,Homo sapiens
61358,546.000000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc(F)cc3)O2,155,Dopamine transporter,Homo sapiens
61358,3.080000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc(Cl)c(Cl)c3)O2,155,Dopamine transporter,Homo sapiens
61358,9.000000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc(Br)cc3)O2,155,Dopamine transporter,Homo sapiens
61358,1750.000000000000000000000000000000,nM,COC(=O)[C@@H]1[C@H](CC2CCC1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61485,2.850000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc(I)cc3)N2C,155,Dopamine transporter,Homo sapiens
61358,13500.000000000000000000000000000000,nM,COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61358,7.000000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc(I)cc3)O2,155,Dopamine transporter,Homo sapiens
61358,28.500000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc(Cl)cc3)O2,155,Dopamine transporter,Homo sapiens
61507,3213.000000000000000000000000000000,nM,Fc1ccc(CN2CCC(CC(=O)NC(c3ccccc3)c4ccccc4)CC2)cc1,155,Dopamine transporter,Homo sapiens
61358,21900.000000000000000000000000000000,nM,COC(=O)[C@@H]1[C@H](CC2CCC1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61485,21.000000000000000000000000000000,nM,COC(=O)[C@@H]1[C@H]2CC[C@H](C[C@@H]1c3ccc(F)cc3)N2C,155,Dopamine transporter,Homo sapiens
61485,101.000000000000000000000000000000,nM,Cl.COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c3ccccc3)N2C,155,Dopamine transporter,Homo sapiens
61358,1000.000000000000000000000000000000,nM,COC(=O)C1C2CCC(CC1c3ccc(F)cc3)O2,155,Dopamine transporter,Homo sapiens
61358,22300.000000000000000000000000000000,nM,COC(=O)[C@@H]1[C@@H](CC2CCC1O2)OC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens
61507,30.000000000000000000000000000000,nM,Fc1ccc(CN2CCC(CCNC(c3ccccc3)c4ccccc4)CC2)cc1,155,Dopamine transporter,Homo sapiens
61504,32.000000000000000000000000000000,nM,Fc1ccc(CN2CCC(CCNC(c3ccccc3)c4ccccc4)CC2)cc1,155,Dopamine transporter,Homo sapiens
