,assay_id,standard_value,standard_units,canonical_smiles,tid,pref_name,organism,affinity
245,61359,32599.999999999993,nM,COC(=O)C1C2C[C@H](O)C(CC1c3ccccc3)N2C,155,Dopamine transporter,Homo sapiens,4.486782399932061
247,61359,1.1900000000000002,nM,COC(=O)C1C(CC2C[C@@H](O)C1N2C)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,8.924453038607469
248,61359,3.0400000000000005,nM,COC(=O)C1C(CC2C[C@H](O)C1N2C)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,8.517126416391246
251,61359,10000.0,nM,COC(=O)C1=C(CC2C[C@@H](O)C1N2C)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
253,61359,2590.0,nM,COC(=O)C1=C(CC2CCC1N2C)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.586700235918748
254,61359,149999.99999999997,nM,COC(=O)C1=C(CC2[C@@H](O)CC1N2C)c3ccccc3,155,Dopamine transporter,Homo sapiens,3.8239087409443187
255,61359,19.399999999999995,nM,COC(=O)C1=C(CC2C[C@@H](O)C1N2C)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,7.712198270069774
256,61359,0.7600000000000001,nM,COC(=O)[C@@H]1C(C[C@H]2C[C@@H](O)C1N2C)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,9.119186407719209
258,61359,7.37,nM,COC(=O)C1=C(C[C@H]2C[C@@H](O)C1N2C)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,8.132532512140948
259,61359,33.20000000000001,nM,COC(=O)C1C2C[C@@H](O)C(CC1c3ccc(Cl)c(Cl)c3)N2C,155,Dopamine transporter,Homo sapiens,7.478861916295964
262,61359,6.089999999999998,nM,COC(=O)C1C2C[C@H](O)C(CC1c3ccc(Cl)c(Cl)c3)N2C,155,Dopamine transporter,Homo sapiens,8.215382707367125
263,61359,235.0,nM,COC(=O)C1C(CC2C[C@@H](O)C1N2C)c3ccccc3,155,Dopamine transporter,Homo sapiens,6.628932137728263
265,61359,245.99999999999994,nM,COC(=O)C1=C(CC2[C@@H](O)CC1N2C)c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens,6.609064892896621
266,61359,1.0999999999999999,nM,CCOC(=O)C1C(CC2C[C@@H](O)C1N2C)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,8.958607314841775
267,61359,55.100000000000016,nM,COC(=O)C1=C(CC2[C@@H](O)CC1N2C)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,7.258848401148215
268,61359,2689.9999999999986,nM,COC(=O)[C@H]1C(CC2C[C@@H](O)[C@H]1N2C)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,5.570247719997592
269,61359,738.9999999999999,nM,COC(=O)C1C2C[C@H](O)C(CC1c3ccc(F)cc3)N2C,155,Dopamine transporter,Homo sapiens,6.131355561605174
270,61359,264.99999999999994,nM,COC(=O)C1=C(CC2C[C@H](O)[C@H]1N2C)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,6.576754126063192
274,61359,7.7,nM,COC(=O)C1C2C[C@H](O)C(CC1c3ccc4ccccc4c3)N2C,155,Dopamine transporter,Homo sapiens,8.113509274827518
277,61359,110.0,nM,COC(=O)C1C(CC2C[C@@H](O)C1N2C)c3ccc(F)cc3,155,Dopamine transporter,Homo sapiens,6.958607314841775
280,61359,14.199999999999998,nM,COC(=O)[C@@H]1[C@@H](CC2CC(=O)C1N2C)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,7.847711655616943
281,61359,20000.0,nM,COC(=O)C1=C(CC2[C@@H](O)CC1N2C)c3ccc(F)cc3,155,Dopamine transporter,Homo sapiens,4.698970004336019
283,61359,0.29999999999999993,nM,COC(=O)C1C(C[C@H]2C[C@@H](O)C1N2C)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,9.522878745280337
284,61359,44.999999999999986,nM,COC(=O)C1=C(CC2C[C@@H](O)C1N2C)c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens,7.346787486224656
286,61359,2.8000000000000007,nM,COC(=O)C1C(CC2C[C@@H](O)C1N2C)c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens,8.55284196865778
288,61359,448.0000000000001,nM,COC(=O)C1C(CC2[C@@H](O)CC1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens,6.3487219860018556
289,61359,7730.0,nM,COC(=O)C1=C(CC2C[C@@H](O)C1N2C)c3ccc(F)cc3,155,Dopamine transporter,Homo sapiens,5.111820506081675
291,61359,14.100000000000003,nM,COC(=O)[C@@H]1C[C@H](C2CC(=O)C1N2C)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,7.85078088734462
295,61359,6300.000000000001,nM,COC(=O)C1C(CC2C[C@@H](O)C1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens,5.200659450546418
296,61501,1.4000000000000004,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(Cl)c(Cl)c3)N2,155,Dopamine transporter,Homo sapiens,8.853871964321762
297,61501,1.0999999999999999,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(Cl)c(Cl)c3)N2C,155,Dopamine transporter,Homo sapiens,8.958607314841775
298,62812,2.9999999999999996,nM,CCC[C@@H]1CN(C)CC[C@@H]1c2ccc(Cl)cc2,155,Dopamine transporter,Homo sapiens,8.522878745280337
300,62969,1279.9999999999998,nM,Fc1ccc(CCC(=O)N2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc1,155,Dopamine transporter,Homo sapiens,5.892790030352131
301,62969,781.0,nM,Fc1ccc(cc1)C(CCCN2CCC(CC2)NC(=O)OCCc3ccc(cc3)C#N)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens,6.1073489661227
302,62968,2940.0000000000005,nM,O=C(OCc1cccc(Oc2ccccc2)c1)N3CCC4(CC3)N(CNC4=O)c5ccccc5,155,Dopamine transporter,Homo sapiens,5.531652669587842
303,62969,995.9999999999998,nM,Fc1ccc(cc1)C(CCCN2CCN(CC2)C(=O)OCCc3ccc(cc3)C#N)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens,6.001740661576301
304,62969,1520.0,nM,Clc1cc2OCOc2cc1CN3CCC(CC3)N4C(=O)C(=O)Nc5ccccc45,155,Dopamine transporter,Homo sapiens,5.818156412055227
305,62969,994.0,nM,CCOc1ccc(CCNC(=O)N2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc1,155,Dopamine transporter,Homo sapiens,6.002613615602686
306,62968,2249.9999999999995,nM,O=C1NCN(c2ccccc2)C13CCN(Cc4cccc(Oc5ccccc5)c4)CC3,155,Dopamine transporter,Homo sapiens,5.647817481888637
307,62969,954.0,nM,Fc1ccc(cc1)C(CCCN2CCN(CC2)C(=O)CCCc3ccccc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens,6.020451625295905
308,62969,1649.9999999999995,nM,Fc1ccc(CCOC(=O)N2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc1,155,Dopamine transporter,Homo sapiens,5.782516055786094
313,61513,3599.999999999999,nM,CC[C@H](C)[C@@H](N1C[C@H](CN2CCC(CC2)c3cc(Cc4ccc(OC(F)(F)F)cc4)nn3CC)[C@H](C1)c5cccc(F)c5)C(=O)O,155,Dopamine transporter,Homo sapiens,5.443697499232713
332,61515,0.227,nM,CSCCSCCC(=O)OC[C@@H]1C2CCC(C[C@@H]1c3ccc(F)cc3)N2C,155,Dopamine transporter,Homo sapiens,9.643974142806877
338,61355,29.099999999999994,nM,COC(=O)[C@H]([C@@H]1CCCCO1)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,7.536107011014093
339,61355,17.0,nM,COC(=O)C(C1CCCCN1)c2ccccc2,155,Dopamine transporter,Homo sapiens,7.769551078621726
340,61355,193.00000000000006,nM,COC(=O)[C@@H]([C@@H]1CCCCO1)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,6.714442690992226
341,61355,88.0,nM,COC(=O)[C@@H]([C@H]1CCCCN1)c2ccccc2,155,Dopamine transporter,Homo sapiens,7.055517327849832
342,61355,128.0,nM,Clc1ccc(cc1Cl)C(C#N)C2CCCC2,155,Dopamine transporter,Homo sapiens,6.892790030352131
343,61355,17.0,nM,COC(=O)[C@@H]([C@H]1CCCCO1)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,7.769551078621726
344,61355,1199.9999999999998,nM,COC(=O)[C@H]([C@@H]1CCCCN1)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.920818753952375
345,62815,87.00000000000001,nM,CNCC1C2CCC(C2)C1c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens,7.060480747381382
347,61355,12999.999999999995,nM,COC(=O)[C@@H]([C@@H]1CCCCO1)c2ccccc2,155,Dopamine transporter,Homo sapiens,4.886056647693163
348,61355,146.0,nM,COC(=O)C(C1CCCCC1)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,6.835647144215563
349,61355,47.0,nM,COC(=O)C(C1CCCC1)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,7.327902142064283
350,62815,165.0,nM,CN(C)C[C@H]1C2CCC(CC2)[C@@H]1c3cccc(Cl)c3,155,Dopamine transporter,Homo sapiens,6.782516055786093
351,61355,2999.9999999999995,nM,COC(=O)[C@H]([C@@H]1CCCCO1)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.522878745280337
352,61355,735.9999999999998,nM,COC(=O)[C@H]([C@H]1CCCCO1)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,6.133122185662502
354,62815,28.000000000000007,nM,CN(C)C[C@@H]1C2CCC(CC2)[C@@H]1c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,7.552841968657781
355,62815,93.0,nM,CN(C)C[C@@H]1C2CCC(C2)[C@H]1c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens,7.031517051446065
356,62815,1513.9999999999998,nM,CN(C)CC1C2CCC(C2)C1c3cccc4ccccc34,155,Dopamine transporter,Homo sapiens,5.8198741248359465
357,61355,127.00000000000003,nM,Clc1ccc(cc1Cl)C(C#N)C2CCCCC2,155,Dopamine transporter,Homo sapiens,6.896196279044043
358,62815,95.0,nM,CN(C)CC1C2CCC(C2)C1c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens,7.022276394711152
359,62815,85.99999999999999,nM,CNC[C@H]1C2CCC(C2)[C@@H]1c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens,7.0655015487564325
360,61355,4000.0,nM,COC(=O)[C@@H]([C@@H]1CCCCO1)c2ccc3ccccc3c2,155,Dopamine transporter,Homo sapiens,5.3979400086720375
361,62815,76.00000000000001,nM,CN(C)C[C@H]1C2CCC(C2)[C@@H]1c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens,7.119186407719209
362,61355,429.9999999999999,nM,COC(=O)[C@H]([C@@H]1CCCCO1)c2ccc3ccccc3c2,155,Dopamine transporter,Homo sapiens,6.366531544420414
363,305747,910.0000000000001,nM,COC(=O)C1=C(CC2CCC1S2)c3ccccc3,155,Dopamine transporter,Homo sapiens,6.040958607678906
364,305747,220.0,nM,COC(=O)C1=C(CC2CCC1S2)c3ccc(F)cc3,155,Dopamine transporter,Homo sapiens,6.657577319177793
365,305747,12.999999999999995,nM,COC(=O)C1=C(CC2CCC1S2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens,7.886056647693163
366,305747,9.100000000000001,nM,COC(=O)C1=C(CC2CCC1S2)c3ccc(Br)cc3,155,Dopamine transporter,Homo sapiens,8.040958607678906
367,305747,6.7,nM,COC(=O)C1=C(CC2CCC1S2)c3ccc(I)cc3,155,Dopamine transporter,Homo sapiens,8.173925197299173
368,305747,4.499999999999998,nM,COC(=O)C1=C(CC2CCC1S2)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,8.346787486224656
369,305747,8.0,nM,COC(=O)C1=C(CC2CCC1S2)c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens,8.096910013008056
370,305747,10000.0,nM,COC(=O)C1=C(CC2CCC1O2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
371,305747,2730.0000000000005,nM,COC(=O)C1=C(CC2CCC1O2)c3ccc(F)cc3,155,Dopamine transporter,Homo sapiens,5.5638373529592435
372,305747,238.0,nM,COC(=O)C1=C(CC2CCC1O2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens,6.623423042943488
373,305747,62.000000000000014,nM,COC(=O)C1=C(CC2CCC1O2)c3ccc(Br)cc3,155,Dopamine transporter,Homo sapiens,7.207608310501746
374,305747,68.0,nM,COC(=O)C1=C(CC2CCC1O2)c3ccc(I)cc3,155,Dopamine transporter,Homo sapiens,7.167491087293763
375,305747,11.999999999999998,nM,COC(=O)C1=C(CC2CCC1O2)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,7.920818753952375
376,305747,19.999999999999996,nM,COC(=O)C1=C(CC2CCC1O2)c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens,7.698970004336019
377,306589,19.900000000000006,nM,Cl.COC(=O)C(C1CCCCN1)c2ccccc2,155,Dopamine transporter,Homo sapiens,7.701146923590294
379,306589,27.0,nM,Cl.CCOC(=O)[C@H]([C@@H]1CCCCN1)c2ccccc2,155,Dopamine transporter,Homo sapiens,7.568636235841013
383,306589,95.0,nM,Cl.CCOC(=O)C(C1CCCCN1)c2ccccc2,155,Dopamine transporter,Homo sapiens,7.022276394711152
387,321339,9.999999999999998,nM,CN(C)CCOc1cc(C)c2cc(NC(=O)COc3ccc(Cl)cc3Cl)ccc2n1,155,Dopamine transporter,Homo sapiens,8.0
388,321258,10000.0,nM,CN(C)CCN(C)c1cc(C)c2cc(NC(=O)\C=C\c3ccc(OC(F)(F)F)cc3)ccc2n1,155,Dopamine transporter,Homo sapiens,5.0
389,321166,28.000000000000007,nM,CN(C)CC1C2CCC(CC2)[C@@H]1c3cccc(Cl)c3,155,Dopamine transporter,Homo sapiens,7.552841968657781
391,326652,543.0000000000001,nM,CN1C2CCC1CC(O)(C2)C3c4ccccc4c5ccccc35,155,Dopamine transporter,Homo sapiens,6.265200170411153
392,326652,603.0000000000001,nM,CN1C2CCC1C=C(C2)c3c[nH]c4ccccc34,155,Dopamine transporter,Homo sapiens,6.219682687859849
393,326652,7220.000000000002,nM,CN1C2CCC1C=C(C2)c3cccc(c3)c4ccccc4,155,Dopamine transporter,Homo sapiens,5.141462802430361
394,326652,67000.0,nM,C[N+]1(CCl)C2CCC1C=C(C2)c3ccccc3c4ccccc4,155,Dopamine transporter,Homo sapiens,4.173925197299173
395,326652,9240.000000000002,nM,CN1C2CCC1C=C(C2)c3ccccc3c4ccccc4,155,Dopamine transporter,Homo sapiens,5.0343280287798935
396,326652,9350.000000000002,nM,CN1C2CCC1C=C(C2)C3c4ccccc4c5ccccc35,155,Dopamine transporter,Homo sapiens,5.029188389127482
397,326652,756.9999999999999,nM,CN1C2CCC1C=C(C2)c3ccc4c(Cc5ccccc45)c3,155,Dopamine transporter,Homo sapiens,6.120904120499928
398,326652,21900.0,nM,CN1C2CCC1CC(O)(C2)c3cccc(c3)c4ccccc4,155,Dopamine transporter,Homo sapiens,4.6595558851598815
399,326652,3980.000000000002,nM,CN1C2CCC1CC(O)(C2)c3ccccc3c4ccccc4,155,Dopamine transporter,Homo sapiens,5.400116927926312
400,326652,16800.000000000004,nM,CN1C2CCC1CC(O)(C2)C3c4ccccc4c5ccc(Br)cc35,155,Dopamine transporter,Homo sapiens,4.774690718274137
401,334925,51.99999999999998,nM,CCCC(N1CCCC1)C(=O)c2ccc(C)cc2,155,Dopamine transporter,Homo sapiens,7.2839966563652006
403,334925,665.9999999999995,nM,CCCC(N1CCCCC1)C(=O)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,6.1765257708296994
404,334925,1190.0,nM,CCCCNC(CCC)C(=O)c1ccc(Cl)c(Cl)c1,155,Dopamine transporter,Homo sapiens,5.924453038607469
405,334925,231.0,nM,Cc1ccc(cc1)C(=O)C(CC#C)N2CCCC2,155,Dopamine transporter,Homo sapiens,6.636388020107856
406,334925,18.300000000000008,nM,Clc1ccc(cc1Cl)C(=O)C(CC=C)N2CCCC2,155,Dopamine transporter,Homo sapiens,7.73754891026957
407,334925,55.0,nM,Cc1ccc(cc1)C(=O)C(CC=C)N2CCCC2,155,Dopamine transporter,Homo sapiens,7.259637310505756
408,334925,5.900000000000001,nM,CC(C)CC(N1CCCC1)C(=O)c2ccc(C)cc2,155,Dopamine transporter,Homo sapiens,8.229147988357855
409,334925,55.0,nM,CCC(N1CCCC1)C(=O)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,7.259637310505756
410,334925,2900.0,nM,CCCC(CN1CCCC1)C(=O)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,5.5376020021010435
411,334925,10000.0,nM,CCC(CC(=O)c1ccc(Cl)c(Cl)c1)N2CCCC2,155,Dopamine transporter,Homo sapiens,5.0
412,334925,5399.999999999999,nM,CCCC(N1CCCC1)C(=O)c2ccc(cc2)c3cccn3C,155,Dopamine transporter,Homo sapiens,5.267606240177032
413,334925,539.0000000000001,nM,CCCC(N1CCCC1)C(=O)c2ccc(cc2)c3cccs3,155,Dopamine transporter,Homo sapiens,6.268411234813261
414,334925,122.0,nM,CCCC(N1CCCC1)C(=O)c2ccc(cc2)c3occc3,155,Dopamine transporter,Homo sapiens,6.913640169325252
415,334925,42.00000000000001,nM,CCCC(N1CCCC1)C(=O)c2ccc(O)c(O)c2,155,Dopamine transporter,Homo sapiens,7.376750709602099
416,334925,42.99999999999999,nM,CCCC(N1CCCC1)C(=O)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,7.366531544420414
417,334925,39.99999999999999,nM,CCCC(N1CCCC1)C(=O)c2ccc3ccccc3c2,155,Dopamine transporter,Homo sapiens,7.3979400086720375
418,334925,62.9,nM,CCCC(N1CCCC1)C(=O)c2cccc(C)c2,155,Dopamine transporter,Homo sapiens,7.201349354554731
419,334925,63.000000000000014,nM,CCCC(N1CCCC1)C(=O)c2ccccc2C,155,Dopamine transporter,Homo sapiens,7.200659450546418
420,334925,11.800000000000002,nM,CCCC(N1CCCC1)C(=O)c2ccc(cc2)C#CC,155,Dopamine transporter,Homo sapiens,7.928117992693874
421,334925,67.90000000000002,nM,CCCC(N1CCCC1)C(=O)c2ccc(NC(=O)C)cc2,155,Dopamine transporter,Homo sapiens,7.168130225719498
422,334925,154.00000000000003,nM,CCCC(N1CCCC1)C(=O)c2ccc(cc2)C(=O)OC,155,Dopamine transporter,Homo sapiens,6.8124792791635365
423,334925,282.99999999999994,nM,CCCC(N1CCCC1)C(=O)c2ccc(OC)cc2,155,Dopamine transporter,Homo sapiens,6.548213564475709
424,334925,1109.9999999999998,nM,CCCC(N1CCCC1)C(=O)c2ccc(cc2)[N+](=O)[O-],155,Dopamine transporter,Homo sapiens,5.954677021213342
425,334925,49.7,nM,CCCC(N1CCCC1)C(=O)c2ccc(O)cc2,155,Dopamine transporter,Homo sapiens,7.303643611266668
426,334925,44.300000000000004,nM,CCCC(N1CCCC1)C(=O)c2ccc(CO)cc2,155,Dopamine transporter,Homo sapiens,7.3535962737769305
427,334925,1000.0,nM,CCCC(N1CCCC1)C(=O)c2ccc(cc2)C#N,155,Dopamine transporter,Homo sapiens,6.0
428,334925,51.99999999999998,nM,CCCC(N1CCCC1)C(=O)c2cccc(I)c2,155,Dopamine transporter,Homo sapiens,7.2839966563652006
429,334925,32.0,nM,CCCC(N1CCCC1)C(=O)c2ccc(I)cc2,155,Dopamine transporter,Homo sapiens,7.494850021680094
430,334925,39.5,nM,CCCC(N1CCCC1)C(=O)c2ccc(Br)cc2,155,Dopamine transporter,Homo sapiens,7.403402904373539
431,334925,185.0,nM,CCCC(N1CCCC1)C(=O)c2ccc(F)cc2,155,Dopamine transporter,Homo sapiens,6.732828271596986
432,334925,52.30000000000001,nM,CCCC(N1CCCC1)C(=O)c2ccccc2,155,Dopamine transporter,Homo sapiens,7.281498311132726
433,334925,1789.9999999999995,nM,CCC[C@@H](N1CCCC1)C(=O)c2ccc(C)cc2,155,Dopamine transporter,Homo sapiens,5.747146969020107
434,334925,16.3,nM,CCC[C@H](N1CCCC1)C(=O)c2ccc(C)cc2,155,Dopamine transporter,Homo sapiens,7.787812395596042
435,338549,99.99999999999999,nM,CN(C)Cc1ccccc1Sc2ccc(C)cc2N,155,Dopamine transporter,Homo sapiens,7.0
436,338549,99.99999999999999,nM,CN(C)Cc1ccccc1Nc2ccc(C)cc2N,155,Dopamine transporter,Homo sapiens,7.0
437,338549,99.99999999999999,nM,CN(C)Cc1ccccc1Oc2ccc(C)cc2N,155,Dopamine transporter,Homo sapiens,7.0
438,338549,99.99999999999999,nM,CN(C)Cc1ccccc1[S+]([O-])c2ccc(C)cc2N,155,Dopamine transporter,Homo sapiens,7.0
439,338549,99.99999999999999,nM,CN(C)Cc1ccccc1S(=O)(=O)c2ccc(C)cc2N,155,Dopamine transporter,Homo sapiens,7.0
440,338549,99.99999999999999,nM,CN(C)Cc1ccccc1c2cc(C)ccc2N,155,Dopamine transporter,Homo sapiens,7.0
441,338549,99.99999999999999,nM,CN(C)Cc1ccccc1C(=O)c2ccc(C)cc2N,155,Dopamine transporter,Homo sapiens,7.0
442,338549,99.99999999999999,nM,COC(c1ccc(C)cc1N)c2ccccc2CN(C)C,155,Dopamine transporter,Homo sapiens,7.0
443,338549,99.99999999999999,nM,CN(C)Cc1ccccc1C(O)c2ccc(C)cc2N,155,Dopamine transporter,Homo sapiens,7.0
444,338549,99.99999999999999,nM,CN(C)Cc1ccccc1N(c2ccccc2)c3ccc(C)cc3N,155,Dopamine transporter,Homo sapiens,7.0
445,338549,99.99999999999999,nM,CN(C)Cc1ccccc1N(Cc2ccccc2)c3ccc(C)cc3N,155,Dopamine transporter,Homo sapiens,7.0
446,338549,99.99999999999999,nM,CCN(c1ccc(C)cc1N)c2ccccc2CN(C)C,155,Dopamine transporter,Homo sapiens,7.0
447,338549,99.99999999999999,nM,CN(C)Cc1ccccc1N(C)c2ccc(C)cc2N,155,Dopamine transporter,Homo sapiens,7.0
448,339939,310.00000000000006,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13,155,Dopamine transporter,Homo sapiens,6.508638306165727
449,339939,12899.999999999995,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3cc(C(=O)O)c(NS(=O)(=O)C)cc13,155,Dopamine transporter,Homo sapiens,4.889410289700751
450,339939,3599.999999999999,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3cc(C(=O)N)c(NS(=O)(=O)C)cc13,155,Dopamine transporter,Homo sapiens,5.443697499232713
451,339939,16700.000000000004,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3cc(ccc13)C(=O)O,155,Dopamine transporter,Homo sapiens,4.777283528852417
452,339939,919.9999999999999,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3cc(ccc13)C(=O)N(C)C,155,Dopamine transporter,Homo sapiens,6.036212172654444
453,339939,3299.999999999999,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3cc(ccc13)C(=O)NC,155,Dopamine transporter,Homo sapiens,5.481486060122113
454,339939,1299.9999999999995,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3cc(ccc13)C(=O)N,155,Dopamine transporter,Homo sapiens,5.886056647693163
455,339939,1400.0000000000002,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3cc(ccc13)S(=O)(=O)C,155,Dopamine transporter,Homo sapiens,5.853871964321762
456,339939,1100.0,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3cc(ccc13)[S+](C)[O-],155,Dopamine transporter,Homo sapiens,5.958607314841775
457,339939,2500.0,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3cc(ccc13)S(=O)(=O)N,155,Dopamine transporter,Homo sapiens,5.6020599913279625
458,339939,99.99999999999999,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)S(=O)(=O)NCCO,155,Dopamine transporter,Homo sapiens,7.0
459,339939,19.999999999999996,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(CO)cc13,155,Dopamine transporter,Homo sapiens,7.698970004336019
460,339939,359.9999999999999,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(O)cc13,155,Dopamine transporter,Homo sapiens,6.443697499232713
461,339939,250.0,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)n4cncn4,155,Dopamine transporter,Homo sapiens,6.6020599913279625
462,339939,220.0,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)n4ccnn4,155,Dopamine transporter,Homo sapiens,6.657577319177793
463,339939,1499.9999999999998,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)S(=O)(=O)N(C)C,155,Dopamine transporter,Homo sapiens,5.823908740944319
464,339939,270.0,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)S(=O)(=O)NC,155,Dopamine transporter,Homo sapiens,6.568636235841013
465,339939,1.0,nM,CN[C@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)S(=O)(=O)N,155,Dopamine transporter,Homo sapiens,9.0
466,339939,89.99999999999997,nM,CN[C@@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)S(=O)(=O)N,155,Dopamine transporter,Homo sapiens,7.045757490560676
467,339939,374.99999999999994,nM,CN[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)S(=O)(=O)N,155,Dopamine transporter,Homo sapiens,6.425968732272281
468,339939,89.99999999999997,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)S(=O)(=O)N,155,Dopamine transporter,Homo sapiens,7.045757490560676
469,339939,89.00000000000001,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(C[S+](C)[O-])cc13,155,Dopamine transporter,Homo sapiens,7.050609993355087
470,339939,120.0,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)S(=O)(=O)C,155,Dopamine transporter,Homo sapiens,6.920818753952375
471,339939,89.99999999999997,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)[S+](C)[O-],155,Dopamine transporter,Homo sapiens,7.045757490560676
472,339939,89.99999999999997,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(CNS(=O)(=O)C)cc13,155,Dopamine transporter,Homo sapiens,7.045757490560676
473,339939,55.0,nM,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(NS(=O)(=O)C)cc13,155,Dopamine transporter,Homo sapiens,7.259637310505756
